Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,148,0,0,91,110.9467,3.116668,0,0,0,0,0,0,89.9999,89.9999,0,0
0.09999999,S,0.09999999,0.02379766,0,0.6186973,0,1724.42,147.4275,0.1074169,0,90.84113,110.9467,3.141493,344.13321764789,344.133217647263,0.000656779975494621,30.4166800000566,30.41668,0.00005870253,89.9999,89.9999,1.362423,0.000002658646
0.2,S,0.2,0.0544659,0,0.5382426,0,1751.155,146.6538,0.489426,0,90.68224,110.9467,3.166317,351.900144733656,351.900144733018,0.000670335821412167,65.25678000012,65.25678,0.0001251255,89.9999,89.9999,6.139686,0.00001183886
0.3,S,0.3,0.08582333,0,0.501129,0,1777.865,145.868,1.131099,0,90.52337,110.9467,3.191142,359.718932155799,359.718932155149,0.000683982176437578,100.876400000184,100.8764,0.0001929089,89.9999,89.9999,14.43989,0.00002772931
0.3999999,S,0.3999999,0.1178755,0,0.4874832,0,1804.54,145.0703,2.074789,0,90.36449,110.9467,3.215967,367.580637798669,367.580637798007,0.000697703439279199,137.28040000025,137.2804,0.0002620614,89.9999,89.9999,26.34124,0.00005046651
0.4999998,S,0.4999998,0.1506268,0,0.4869998,0,1831.175,144.2606,3.382763,0,90.20561,110.9467,3.240791,375.46276693416,375.462766933354,0.000777877496557676,174.472027585729,174.472027585411,0.000333252874791708,89.99989,89.99989,41.94113,0.00008019097
0.5999997,S,0.5999997,0.1840807,0,0.4865099,0,1857.764,143.439,5.043811,0,90.04674,110.9467,3.265616,383.385066814241,383.385066813393,0.000806473450653864,212.453767226047,212.453767225646,0.000412628667912272,89.99989,89.99989,61.47079,0.0001174615
0.6999996,S,0.6999996,0.218242,0,0.4860141,0,1884.296,142.6055,7.076698,0,89.88786,110.9467,3.29044,391.336978282507,391.336978281619,0.000833517700646429,251.229392971589,251.229392971102,0.000494774073094896,89.99989,89.99989,84.84227,0.0001628094
0.7999995,S,0.7999995,0.2531148,0,0.4856414,0,1910.766,141.7601,9.502788,0,89.72898,110.9467,3.315265,399.315056190411,399.315056189486,0.000859455231986405,290.80171311506,290.801713114483,0.000579560254048616,89.99989,89.99989,112.1351,0.0002165048
0.8999994,S,0.8999994,0.2887026,0,0.4866093,0,1937.167,140.9029,12.3742,0,89.57011,110.9467,3.340089,407.307975655194,407.307975654234,0.000884552268937195,331.172687814811,331.17268781414,0.000666892106428288,89.99989,89.99989,143.4291,0.0002788068
0.9999993,S,0.9999993,0.3250084,0,0.4875972,0,1963.49,140.034,15.69491,0,89.41123,110.9467,3.364914,415.314556504865,415.31455650387,0.000909001760804095,372.343745754439,372.34374575367,0.00075669678895483,89.99989,89.99989,178.8042,0.000349966
1.099999,S,1.099999,0.3620351,0,0.4886052,0,1989.729,139.1534,19.48847,0,89.25235,110.9467,3.389738,423.330689992483,423.330689991455,0.000932932961945359,414.316045091928,414.316045091058,0.000848917056364308,89.99988,89.99988,218.3404,0.000430227
1.199999,S,1.199999,0.3997853,0,0.4896335,0,2015.877,138.2611,23.77873,0,89.09348,110.9467,3.414563,431.351051436331,431.351051435271,0.000956436079079176,457.090218272294,457.09021827132,0.000943506249759531,89.99988,89.99988,262.118,0.0005198288
1.299999,S,1.299999,0.4382611,0,0.4906821,0,2041.925,137.3572,28.58969,0,88.9346,110.9467,3.439388,439.369545267934,439.369545266842,0.000979574746519601,500.666371391808,500.666371390727,0.00104042526389997,89.99988,89.99988,310.217,0.0006190062
1.399999,S,1.399999,0.4774644,0,0.4917513,0,2067.868,136.4417,33.94559,0,88.77572,110.9467,3.464212,447.381458746605,447.381458745482,0.00100239700074621,545.04407633017,545.044076328979,0.00113964044687534,89.99988,89.99988,362.7179,0.0007279906
1.499999,S,1.499999,0.5173967,0,0.4928406,0,2093.699,135.5148,39.87063,0,88.61684,110.9467,3.489037,455.380847302307,455.380847301154,0.0010249361898988,590.222311304827,590.222311303522,0.00124112200318445,89.99988,89.99988,419.7005,0.0008470102
1.599999,S,1.599999,0.5580589,0,0.4939505,0,2119.406,134.5765,46.3891,0,88.45797,110.9467,3.513861,463.360852427095,463.360852425912,0.00104721417216721,636.199470328229,636.199470326808,0.00134484295615335,89.99988,89.99988,481.2448,0.0009762901
1.699999,S,1.699999,0.5994521,0,0.4940107,0,2144.988,133.6268,53.40957,0,88.29909,110.9467,3.538686,471.344290779499,471.344290778286,0.00106930833039404,682.97413035935,682.974130357809,0.00145077993040399,89.99988,89.99988,547.4307,0.001116053
1.799999,S,1.799999,0.6415775,0,0.4958404,0,2170.437,132.6659,61.25505,0,88.14021,110.9467,3.56351,479.252627277806,479.252627276564,0.00109107631349703,730.543847448807,730.543847447144,0.00155891001243003,89.99988,89.99988,618.3379,0.00126652
1.899999,S,1.899999,0.6844316,0,0.497706,0,2195.74,131.6938,69.78913,0,87.98134,110.9467,3.588335,487.116252344246,487.116252342975,0.00111260132508501,778.901985851236,778.901985849448,0.00166920347570028,89.99988,89.99988,694.0455,0.001427908
1.999998,S,1.999998,0.728013,0,0.4995948,0,2220.896,130.7107,79.03646,0,87.82246,110.9467,3.613159,494.929348565358,494.929348564059,0.00113388680607968,828.0437940433,828.043794041383,0.00178163633289832,89.99988,89.99988,774.6321,0.001600432
2.099998,S,2.099998,0.7723203,0,0.5015063,0,2245.898,129.7165,89.02274,0,87.66358,110.9467,3.637984,502.684652121604,502.684652120277,0.00115493071011792,877.96377901988,877.963779017832,0.00189618444163888,89.99988,89.99988,860.1757,0.001784306
2.199998,S,2.199998,0.8173507,0,0.50344,0,2270.734,128.7113,99.77289,0,87.50471,110.9467,3.662808,510.372729584326,510.372729582972,0.00117572363908759,928.655666557652,928.655666555471,0.00201282319266272,89.99987,89.99987,950.7539,0.001979739
2.299998,S,2.299998,0.8631014,0,0.5053956,0,2295.4,127.6954,111.3114,0,87.34583,110.9467,3.687633,517.987191335462,517.987191334081,0.00119626133352175,980.112395413558,980.11239541124,0.00213152730762572,89.99987,89.99987,1046.443,0.00218694
2.399998,S,2.399998,0.9095685,0,0.5101224,0,2319.892,126.6687,124.3321,0,87.18695,110.9849,3.718424,525.349064490965,525.349064489557,0.0012161603656038,1032.3240383148,1032.32403831234,0.00225226607334652,89.99987,89.99987,1147.32,0.002406113
2.499998,S,2.499998,0.9566187,0,0.5507239,0,2344.195,125.6314,147.9169,0,87.02808,111.1726,3.772583,530.113494325669,530.113494324241,0.00123029535361857,1085.11264384599,1085.11264384339,0.00237464224542833,89.99987,89.99987,1253.452,0.002637447
2.599998,S,2.599998,1.004151,0,0.5841146,0,2368.309,124.5835,172.1806,0,86.86919,111.3623,3.827044,534.78218320415,534.782183202703,0.00124411330693146,1138.38568096185,1138.38568095911,0.00249844338531138,89.99987,89.99987,1364.889,0.00288109
2.699998,S,2.699998,1.052128,0,0.6158496,0,2392.227,123.5252,198.4697,0,86.71032,111.5637,3.88334,538.99918012714,538.999180125675,0.00125683963920415,1192.09366779366,1192.09366779077,0.00262355072814587,89.99987,89.99987,1481.678,0.00313718
2.799998,S,2.799998,1.10067,0,0.6054384,0,2415.935,122.4565,212.6038,0,86.55145,111.9032,3.961219,546.490053631392,546.490053629901,0.00127669418183605,1246.40563294146,1246.40563293843,0.00275032723598685,89.99987,89.99987,1603.869,0.003405857
2.899998,S,2.899998,1.149938,0,0.595553,0,2439.432,121.3777,227.2321,0,86.39256,112.1656,4.027042,553.975403771772,553.975403770255,0.00129648516594512,1301.4663935986,1301.46639359542,0.00287908569800787,89.99987,89.99987,1731.531,0.003687312
2.999998,S,2.999998,1.199952,0,0.5825834,0,2462.712,120.2887,240.8829,0,86.23369,112.3211,4.076157,561.849757674509,561.849757672965,0.00131709136049009,1357.29645702129,1357.29645701795,0.00300986663704851,89.99987,89.99987,1864.742,0.003981743
3.099998,S,3.099998,1.25074,0,0.5694552,0,2485.762,119.1897,254.5297,0,86.07481,112.3962,4.112721,569.857522669808,569.857522668237,0.00133795485109196,1413.92203184864,1413.92203184515,0.00314272395446388,89.99987,89.99987,2003.579,0.004289356
3.199997,S,3.199997,1.302312,0,0.5575227,0,2508.581,118.0809,268.76,0,85.91593,112.4476,4.145569,577.843376997196,577.843376995599,0.00135873416795729,1471.34723898686,1471.34723898321,0.00327766311176967,89.99987,89.99987,2148.123,0.004610358
3.299997,S,3.299997,1.354671,0,0.5467014,0,2531.164,116.9623,283.6068,0,85.75706,112.4122,4.16486,585.797108393977,585.797108392353,0.00137940918093624,1529.56935267581,1529.569352672,0.00341467463839752,89.99987,89.99987,2298.453,0.004944957
3.399997,S,3.399997,1.407818,0,0.536963,0,2553.495,115.8342,299.1304,0,85.59818,112.376,4.184028,593.698300282034,593.698300280384,0.00139993614333267,1588.58412509114,1588.58412508716,0.00355374589161319,89.99987,89.99987,2454.649,0.005293361
3.499997,S,3.499997,1.461753,0,0.5283046,0,2575.576,114.6965,315.4093,0,85.4393,112.3391,4.203087,601.524986362458,601.524986360781,0.00142026686708457,1648.38518393999,1648.38518393585,0.00369485962391072,89.99987,89.99987,2616.79,0.005655775
3.599997,S,3.599997,1.516472,0,0.5207388,0,2597.402,113.5495,332.5392,0,85.28043,112.3012,4.221993,609.247531205201,609.247531203498,0.00144033617173685,1708.96341789745,1708.96341789314,0.00383799256662608,89.99987,89.99987,2784.955,0.006032401
3.699997,S,3.699997,1.571969,0,0.5142891,0,2618.957,112.3932,350.6321,0,85.12155,112.2625,4.240773,616.827064633716,616.827064631988,0.0014600573218095,1770.30636220177,1770.30636219729,0.00398311401506656,89.99987,89.99987,2959.219,0.00642344
3.799997,S,3.799997,1.628238,0,0.5089864,0,2640.242,111.2279,369.8173,0,84.96267,112.2229,4.259413,624.223548220391,624.223548218638,0.00147933983773594,1832.39761460838,1832.39761460373,0.00413018439984617,89.99987,89.99987,3139.658,0.006829089
3.899997,S,3.899997,1.685263,0,0.5048691,0,2661.253,110.0536,390.2413,0,84.80379,112.1824,4.277905,631.387367057805,631.387367056028,0.00149807135144323,1895.21611520682,1895.21611520199,0.00427915364145814,89.99987,89.99987,3326.347,0.007249541
3.999997,S,3.999997,1.743029,0,0.50198,0,2681.973,108.8705,412.0691,0,84.64492,112.1408,4.296235,638.258582713833,638.258582712032,0.00151611533261535,1958.73540915104,1958.73540914603,0.0044299593860068,89.99987,89.99987,3519.356,0.007684981
4.099999,S,4.099999,1.801512,0,0.5003661,0,2702.406,107.6788,435.4827,0,84.48604,112.0982,4.314403,644.775103041803,644.77510303998,0.00153332927858758,2022.92293124466,2022.92293123947,0.00458252530763569,89.99987,89.99987,3718.755,0.008135592
4.200001,S,4.200001,1.860711,0,0.4933304,0,2722.545,106.4785,454.48,0,84.32716,112.0491,4.331549,652.741383203409,652.74138320156,0.00155380615814132,2087.78926401423,2087.78926400886,0.00473687279735703,89.99987,89.99987,3924.608,0.008601544
4.300004,S,4.300004,1.920896,0,0.4781619,0,2742.375,105.2699,465.6764,0,84.16827,111.9726,4.344429,663.24007404327,663.240074041388,0.00158002031230103,2153.63820772475,2153.63820771919,0.00489368920927811,89.99987,89.99987,4137,0.00908305
4.400006,S,4.400006,1.982169,0,0.4631071,0,2761.899,104.0531,476.2288,0,84.00939,111.8683,4.352958,674.143480430203,674.143480428287,0.00160715817961699,2220.55616773293,2220.55616772718,0.00505317072959153,89.99987,89.99987,4356.036,0.009580372
4.500008,S,4.500008,2.044587,0,0.4478168,0,2781.113,102.8282,485.7137,0,83.85052,111.7365,4.357183,685.598643052512,685.598643050561,0.00163555703104865,2288.59909714404,2288.5990971381,0.00521544508348891,89.99987,89.99987,4581.825,0.01009378
4.60001,S,4.60001,2.108192,0,0.4330929,0,2800,101.5955,494.9333,0,83.69164,111.5784,4.357301,697.367087694764,697.367087692777,0.00166467838508755,2357.80316620235,2357.80316619621,0.0053805953881752,89.99986,89.99986,4814.481,0.01062356
4.700013,S,4.700013,2.173027,0,0.4187719,0,2818.564,100.355,503.7147,0,83.53275,111.395,4.35347,709.519092208363,709.519092206339,0.0016946851928714,2428.20499409421,2428.20499408787,0.00554870609417463,89.99986,89.99986,5054.124,0.01117
4.800015,S,4.800015,2.239134,0,0.4048186,0,2836.802,99.10698,512.0119,0,83.37387,111.1876,4.345902,722.084109235772,722.08410923371,0.00172564766739274,2499.84444241924,2499.8444424127,0.00571986934239542,89.99986,89.99986,5300.874,0.0117334
4.900017,S,4.900017,2.306562,0,0.3912019,0,2854.696,97.85155,519.7795,0,83.21499,110.9576,4.334778,735.089294653757,735.089294651656,0.00175763114068911,2572.76434649254,2572.76434648579,0.00589418438720703,89.99986,89.99986,5554.857,0.01231408
5.00002,S,5.00002,2.375362,0,0.3778956,0,2872.251,96.5889,526.9725,0,83.05611,110.706,4.320288,748.570045674823,748.570045672681,0.00179071952880688,2647.01070727155,2647.01070726459,0.00607175801753622,89.99986,89.99986,5816.206,0.01291235
5.100022,S,5.100022,2.44559,0,0.3648765,0,2889.465,95.31921,533.5466,0,82.89723,110.4335,4.302538,762.560273368959,762.560273366775,0.00182499414057419,2722.63280698922,2722.63280698204,0.00625270488913571,89.99986,89.99986,6085.054,0.01352854
5.200024,S,5.200024,2.517228,0,0.3559604,0,2906.319,94.04263,545.3022,0,82.73835,110.1414,4.281727,775.087779205751,775.087779203529,0.0018559233275887,2799.58108303237,2799.58108302497,0.0064369127609612,89.99986,89.99986,6361.54,0.014163
5.300026,S,5.300026,2.59021,0,0.3476543,0,2922.82,92.75935,557.393,0,82.57947,109.831,4.258055,787.780548857985,787.780548855724,0.00188724232404111,2877.78557774732,2877.7855777397,0.0066242220964249,89.99986,89.99986,6645.789,0.01481603
5.400029,S,5.400029,2.664574,0,0.3396947,0,2938.964,91.46954,569.4523,0,82.42059,109.503,4.231623,800.774242500201,800.774242497901,0.00191926517845895,2957.27574139171,2957.27574138386,0.00681470165362941,89.99986,89.99986,6937.929,0.01548795
5.500031,S,5.500031,2.740359,0,0.3320704,0,2954.732,90.17339,581.4813,0,82.2617,109.1579,4.202536,814.076012689934,814.076012687594,0.00195200880744406,3038.08213485635,3038.08213484827,0.00700842290551906,89.99986,89.99986,7238.091,0.01617908
5.600033,S,5.600033,2.817607,0,0.3247719,0,2970.134,88.87106,593.4838,0,82.10282,108.7965,4.170881,827.7024295188,827.702429516419,0.0019855141988919,3120.23652630429,3120.23652629597,0.00720546031727573,89.99986,89.99986,7546.407,0.01688975
5.700036,S,5.700036,2.896361,0,0.3177905,0,2985.164,87.56274,605.4646,0,81.94395,108.4191,4.136739,841.665191392011,841.665191389587,0.00201980903175854,3203.77187710408,3203.77187709552,0.00740589124142379,89.99986,89.99986,7863.013,0.01762029
5.800038,S,5.800038,2.971879,0,0.3115045,0,2291.719,86.29658,616.2096,0,81.78506,108.0874,4.109735,592.122949485521,592.122949483759,0.00144442151592081,3280.80950678811,3280.80950677933,0.0075914893228915,89.99986,89.99986,8187.884,0.01837074
5.90004,S,5.90004,3.029614,0,0.3068517,0,2305.932,85.29579,621.8378,0,81.62618,107.8376,4.095531,602.682937743436,602.682937741643,0.00147028105808837,3340.59887970929,3340.59887970033,0.00773734495350244,89.99986,89.99986,8519.244,0.01913716
6.000042,S,6.000042,3.088532,0,0.3021898,0,2319.935,84.28956,627.1183,0,81.4673,107.5802,4.080148,613.588211742613,613.588211740787,0.00149696335949803,3401.46449984573,3401.46449983659,0.00788583468858926,89.99986,89.99986,8856.643,0.0199183
6.100045,S,6.100045,3.148672,0,0.2975941,0,2333.717,83.27798,632.1899,0,81.30842,107.3153,4.063577,624.794624308498,624.794624306638,0.00152436851215457,3463.43709593495,3463.43709592562,0.00803703214674584,89.99986,89.99986,9200.188,0.02071442
6.200047,S,6.200047,3.210072,0,0.2930663,0,2347.284,82.26115,637.0455,0,81.14954,107.0428,4.045823,636.319643576044,636.31964357415,0.00155253753426996,3526.54778271414,3526.54778270463,0.00819101193079091,89.99986,89.99986,9549.995,0.0215258
6.300049,S,6.300049,3.272773,0,0.2886079,0,2360.631,81.23923,641.6779,0,80.99066,106.7628,4.026895,648.177272663445,648.177272661516,0.00158150384977523,3590.82908230541,3590.82908229571,0.00834785203717112,89.99986,89.99986,9906.175,0.02235271
6.400052,S,6.400052,3.336816,0,0.2842208,0,2373.749,80.21225,646.08,0,80.83178,106.4752,4.006779,660.381109377299,660.381109375333,0.00161130104934212,3656.31505526638,3656.31505525648,0.00850763415639743,89.99986,89.99986,10268.85,0.02319546
6.500054,S,6.500054,3.402247,0,0.2799067,0,2386.641,79.18035,650.2441,0,80.6729,106.18,3.985487,672.95051330666,672.950513304657,0.00164197448644078,3723.04142258123,3723.04142257113,0.00867044396650869,89.99986,89.99986,10638.14,0.02405434
6.600056,S,6.600056,3.469111,0,0.2756672,0,2399.305,78.14365,654.1616,0,80.51402,105.8774,3.963026,685.903715525954,685.903715523912,0.0016735693326424,3791.04564839179,3791.04564838149,0.00883637132921942,89.99986,89.99986,11014.17,0.02492966
6.700058,S,6.700058,3.537455,0,0.2715043,0,2201.679,77.10226,657.8235,0,80.35513,105.5672,3.93938,611.666518215689,611.666518213845,0.00150179987053122,3859.48603699204,3859.48603698154,0.0090034554259454,89.99986,89.99986,11397.07,0.02582171
6.800061,S,6.800061,3.585576,0,0.2686731,0,1797.504,76.29629,656.371,0,80.19626,105.3484,3.930017,448.763515649828,448.763515648424,0.00112272048462908,3904.74397315196,3904.74397314132,0.00911657579353222,89.99986,89.99986,11785.54,0.02672778
6.900063,S,6.900063,3.63237,0,0.2659968,0,1809.666,75.52794,661.6649,0,80.03738,105.1354,3.921571,456.578121855304,456.578121853876,0.00114189636229934,3950.04630634811,3950.04630633733,0.00922989338595462,89.99986,89.99986,12178.5,0.02764509
7.000065,S,7.000065,3.680191,0,0.2633379,0,1821.714,74.7551,661.6324,0,79.87849,104.9177,3.912376,466.827609643428,466.82760964197,0.00116678550391491,3996.26624661327,3996.26624660234,0.00934544796184421,89.99986,89.99986,12576.04,0.02857384
7.100068,S,7.100068,3.721041,0,0.261126,0,1156.678,74.05415,659.8143,0,79.71961,104.7316,3.908126,183.611647419096,183.611647418402,0.000504900007467849,4031.7743068104,4031.77430679936,0.00943602855514342,89.99986,89.99986,12977.96,0.02951369
7.20007,S,7.20007,3.743886,0,0.2599124,0,1164.449,73.57813,653.9259,0,79.56073,104.6276,3.916694,190.978167750168,190.978167749453,0.000522552451162103,4050.54046632505,4050.54046631394,0.0094874888383461,89.99986,89.99986,13382.16,0.03045986
7.300072,S,7.300072,3.767518,0,0.2586744,0,1172.145,73.09956,648.153,0,79.40185,104.52,3.92471,198.364913924487,198.364913923751,0.000540278086444118,4070.04436381324,4070.04436380206,0.00954071833173039,89.99986,89.99986,13788.28,0.03141125
7.400074,S,7.400074,3.791943,0,0.2574131,0,1179.767,72.61849,642.4892,0,79.24297,104.4087,3.932149,205.776254962611,205.776254961854,0.000558086925334959,4090.28827021192,4090.28827020066,0.00959572492341966,89.99986,89.99986,14196.39,0.03236806
7.500077,S,7.500077,3.81717,0,0.2561297,0,1187.315,72.13495,636.9313,0,79.08409,104.294,3.939041,213.214545248062,213.214545247284,0.000575984523331556,4111.27476185241,4111.27476184108,0.00965251720798722,89.99986,89.99986,14606.57,0.03333046
7.600079,S,7.600079,3.838393,0,0.2550649,0,619.2515,71.688,630.4872,0,78.92521,104.1973,3.948771,-37.1387152230968,-37.1387152230949,-0.0000117881000042683,4125.25435197538,4125.25435196399,0.00969289145204189,89.99986,89.99986,15018.72,0.03429834
7.700081,S,7.700081,3.841153,0,0.2549275,0,623.7714,71.45932,620.316,0,78.76633,104.1848,3.971634,-30.5437993876494,-30.5437993876492,0.00000370692439110799,4121.90403589295,4121.90403588155,0.00969256663132327,89.99986,89.99986,15431.06,0.0352676
7.800084,S,7.800084,3.844537,0,0.2547592,0,628.2402,71.2295,610.4058,0,78.60744,104.1694,3.994054,-24.0472217808863,-24.0472217808788,0.0000189947186376966,4119.20776537248,4119.20776536107,0.0096937798320501,89.99986,89.99986,15843.09,0.0362369
7.900086,S,7.900086,3.848541,0,0.2545606,0,632.6575,70.99859,600.7468,0,78.44856,104.1512,4.016037,-17.6453318665952,-17.6453318665623,0.0000340833663435352,4117.15590248694,4117.15590247552,0.00969651076390884,89.99986,89.99986,16254.89,0.0372064
8.000088,S,8.000088,3.85316,0,0.2543101,0,637.0245,70.76656,591.2783,0,78.28969,104.1302,4.037575,-11.3105602608071,-11.3105602607008,0.0000490373832509638,4115.74012630002,4115.74012628859,0.00970074219100259,89.99986,89.99986,16666.53,0.03817625
8.10009,S,8.10009,3.846662,0,0.2992137,0,0,70.6154,681.4161,0,78.17861,104.1597,4.059547,-342.325031462411,-342.325031461629,-0.000731702820893584,4099.07470920125,4099.07470918985,0.00966901187326811,89.99986,89.99986,17077.59,0.03914569
8.200092,S,8.200092,3.820828,0,0.30101,0,0,70.6154,664.7448,0,78.17861,104.2773,4.077922,-334.737809034554,-334.737809033792,-0.000714371049880098,4065.26155323219,4065.26155322086,0.00959679948438179,89.99986,89.99986,17485.63,0.04010897
8.300095,S,8.300095,3.795577,0,0.3027853,0,0,70.6154,648.6088,0,78.17861,104.3922,4.09587,-327.394111322478,-327.394111321735,-0.000697591508903626,4032.19364383243,4032.19364382118,0.00952628971467297,89.99986,89.99986,17890.33,0.04106511
8.400097,S,8.400097,3.770891,0,0.3045399,0,0,70.6154,632.9857,0,78.17861,104.5046,4.113439,-320.283634669693,-320.283634668968,-0.000681340482889291,3999.84720061635,3999.84720060517,0.0094574286580875,89.99986,89.99986,18291.77,0.04201428
8.500099,S,8.500099,3.746753,0,0.3062738,0,0,70.6154,617.8546,0,78.17861,104.6145,4.130611,-313.396882069251,-313.396882068544,-0.000665596810926558,3968.19941686003,3968.19941684892,0.00939016461546015,89.99986,89.99986,18690.01,0.04295664
8.600101,S,8.600101,3.723145,0,0.3079874,0,0,70.6154,603.1959,0,78.17861,104.7221,4.147415,-306.725051901746,-306.725051901056,-0.000650340196124878,3937.22841265202,3937.22841264098,0.00932444798006981,89.99986,89.99986,19085.12,0.04389236
8.700104,S,8.700104,3.700053,0,0.3096808,0,0,70.6154,588.9903,0,78.17861,104.8272,4.163845,-300.259286916764,-300.259286916091,-0.000635550879711414,3906.9131903886,3906.91319037763,0.00926023115040381,89.99986,89.99986,19477.17,0.04482158
8.800106,S,8.800106,3.677461,0,0.3113542,0,0,70.6154,575.2203,0,78.17861,104.9301,4.179922,-293.991731221948,-293.991731221292,-0.000621210921902772,3877.23356849339,3877.23356848248,0.00919746836887424,89.99986,89.99986,19866.22,0.04574445
8.900108,S,8.900108,3.655353,0,0.313008,0,0,70.6154,561.8686,0,78.17861,105.0308,4.19566,-287.914373952864,-287.914373952223,-0.00060730210248802,3848.17018181462,3848.17018180378,0.00913611573114018,89.99986,89.99986,20252.34,0.04666112
9.000111,S,9.000111,3.633716,0,0.3146424,0,0,70.6154,548.9194,0,78.17861,105.1293,4.211051,-282.020078446548,-282.020078445923,-0.000593808482572152,3819.70440696053,3819.70440694975,0.00907613101345536,89.99986,89.99986,20635.58,0.04757172
9.100113,S,9.100113,3.612535,0,0.3162575,0,0,70.6154,536.356,0,78.17861,105.2257,4.226108,-276.301362333094,-276.301362332484,-0.000580712849967554,3791.81834580865,3791.81834579793,0.00901747364030526,89.99986,89.99986,21016.01,0.04847639
9.200115,S,9.200115,3.591798,0,0.3178536,0,0,70.6154,524.165,0,78.17861,105.32,4.240849,-270.751986992875,-270.751986992279,-0.000568001319721468,3764.49478827278,3764.49478826212,0.00896010458398378,89.99986,89.99986,21393.69,0.04937526
9.300117,S,9.300117,3.571492,0,0.3194309,0,0,70.6154,512.3309,0,78.17861,105.4124,4.255285,-265.364978682297,-265.364978681715,-0.000555657816514679,3737.71718726909,3737.71718725848,0.00890398632556075,89.99986,89.99986,21768.66,0.05026845
9.40012,S,9.40012,3.551605,0,0.3209895,0,0,70.6154,500.8419,0,78.17861,105.5028,4.269409,-260.134988877782,-260.134988877214,-0.000543670266804754,3711.46960368106,3711.46960367051,0.00884908272846212,89.99986,89.99986,22140.99,0.0511561
9.500122,S,9.500122,3.532125,0,0.3225298,0,0,70.6154,489.6839,0,78.17861,105.5914,4.283242,-255.055564382979,-255.055564382424,-0.000532024171729996,3685.73669722025,3685.73669720976,0.00879535900550086,89.99986,89.99986,22510.71,0.05203831
9.600124,S,9.600124,3.513039,0,0.324052,0,0,70.6154,478.8456,0,78.17861,105.6781,4.296794,-250.121483830888,-250.121483830346,-0.000520707851862349,3660.50369233231,3660.50369232187,0.00874278164793628,89.99986,89.99986,22877.9,0.05291521
9.700127,S,9.700127,3.494339,0,0.3255562,0,0,70.6154,468.3146,0,78.17861,105.763,4.310057,-245.327347040572,-245.327347040043,-0.000509708778912017,3635.75636031563,3635.75636030524,0.0086913183943239,89.99986,89.99986,23242.58,0.05378691
9.800129,S,9.800129,3.476013,0,0.3270425,0,0,70.6154,458.0798,0,78.17861,105.8461,4.32304,-240.667884961315,-240.667884960798,-0.000499015144605858,3611.48098852565,3611.48098851531,0.00864093814714509,89.99986,89.99986,23604.82,0.05465351
9.900131,S,9.900131,3.45805,0,0.3285115,0,0,70.6154,448.1312,0,78.17861,105.9275,4.335762,-236.13867890202,-236.138678901514,-0.000488616777761229,3587.66435613557,3587.66435612528,0.00859161092270904,89.99986,89.99986,23964.65,0.05551513
10.00013,S,10.00013,3.440442,0,0.329963,0,0,70.6154,438.4581,0,78.17861,106.0073,4.348229,-231.734781677057,-231.734781676563,-0.000478502809916201,3564.29371701001,3564.29371699977,0.00854330781545517,89.99986,89.99986,24322.13,0.05637186
10.10014,S,10.10014,3.423177,0,0.3313976,0,0,70.6154,429.0511,0,78.17861,106.0854,4.360437,-227.451981224771,-227.451981224288,-0.000468663335157426,3541.35677395577,3541.35677394558,0.00849600093466737,89.99986,89.99986,24677.3,0.05722382
10.20014,S,10.20014,3.406248,0,0.3328151,0,0,70.6154,419.9004,0,78.17861,106.162,4.372404,-223.285815143988,-223.285815143516,-0.000459088379359451,3518.8416648935,3518.84166488335,0.00844966337643128,89.99986,89.99986,25030.19,0.05807109
10.30014,S,10.30014,3.389645,0,0.334216,0,0,70.6154,410.9975,0,78.17861,106.237,4.384122,-219.232365422639,-219.232365422178,-0.000449769203793822,3496.73693706892,3496.73693705882,0.00840426916686665,89.99986,89.99986,25380.86,0.05891378
10.40014,S,10.40014,3.37336,0,0.3356004,0,0,70.6154,402.3338,0,78.17861,106.3105,4.39561,-215.287749811439,-215.287749810988,-0.000440696880254018,3475.03153938349,3475.03153937343,0.00835979323650996,89.99986,89.99986,25729.33,0.05975197
10.50014,S,10.50014,3.357385,0,0.3369684,0,0,70.6154,393.9011,0,78.17861,106.3825,4.406862,-211.448245006829,-211.448245006388,-0.000431862874647894,3453.71479183725,3453.71479182724,0.00831621135452759,89.99986,89.99986,26075.66,0.06058576
10.60015,S,10.60015,3.341712,0,0.3383203,0,0,70.6154,385.6915,0,78.17861,106.4532,4.417897,-207.710215125396,-207.710215124965,-0.000423259221317511,3432.77638652212,3432.77638651215,0.00827350014235818,89.99986,89.99986,26419.87,0.06141524
10.70015,S,10.70015,3.326332,0,0.3396564,0,0,70.6154,377.6975,0,78.17861,106.5224,4.428711,-204.070350122459,-204.070350122037,-0.000414878219874221,3412.20635332943,3412.2063533195,0.00823163698139907,89.99986,89.99986,26762.01,0.06224049
